"cell_id","role","module","action","api_permission_field","database_permission_field","status","owner_question"
"CONTADOR:permisos:autorizar","CONTADOR","permisos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:resumen_caja:crear","CONTADOR","resumen_caja","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:resumen_caja:editar","CONTADOR","resumen_caja","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:resumen_caja:autorizar","CONTADOR","resumen_caja","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:cortes:editar","CONTADOR","cortes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:cortes:autorizar","CONTADOR","cortes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:cobros_pagos:editar","CONTADOR","cobros_pagos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:cobros_pagos:autorizar","CONTADOR","cobros_pagos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:reportes:crear","CONTADOR","reportes","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:reportes:editar","CONTADOR","reportes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:reportes:autorizar","CONTADOR","reportes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:conciliacion:crear","CONTADOR","conciliacion","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:conciliacion:editar","CONTADOR","conciliacion","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:auditoria:crear","CONTADOR","auditoria","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:auditoria:editar","CONTADOR","auditoria","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:auditoria:autorizar","CONTADOR","auditoria","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:camionetas:autorizar","CONTADOR","camionetas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:choferes:autorizar","CONTADOR","choferes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:viajes:editar","CONTADOR","viajes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:viajes:autorizar","CONTADOR","viajes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:salidas_venta:editar","CONTADOR","salidas_venta","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:salidas_venta:autorizar","CONTADOR","salidas_venta","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CONTADOR:equipos:autorizar","CONTADOR","equipos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
